Sofie Henriksen,57,05612340,Gamle Vassstranda 0,0490,Stor,Cão de Gado Transmontano
Andreas Ruud,79,+47 09 32 05 39,Granittlunden 7,7555,Vest,Smalandstövare
Marie Nordskaug II,86,hh2ruce1p,Klokkeråsen 45,0108,Inn,Toyger
Daniel Hagen,21,17 96 89 05,Olstadgata 5,4887,Nær,Donskoy
Camilla Jensen,61,194 62 560,Markusgata 93,1482,Fager,LaPerm
Henrik Nordby,39,001 00 549,Granhavna 78,7415,Lille,Chartreux
Eline Nygård,55,+47 08 19 70 55,Rognebakken 1,5794,Inn,Turkish Angora
Oliver Glosli,58,+47 08 72 27 83,Bekkestranda 78,0399,Vest,Turkish Van
Noah Dahl,41,00821457,Marens Vei 11,0283,Nord,Norfolk Terrier
Jonas Svendsen,28,088 10 377,Østre Klokkerstubben 1,1721,Gjes,Highlander
47,+47 87 77 03 06,Torgvika 7,3564,Nord,Cornish Rex
Prof. Ida Sæther,27,169 84 043,Vestre Granitttoppen 3,6309,Fet,Chow Chow
Linnea Skoglund,38,+47 18 15 63 88,Konvallholtet 2,1077,Stav,Japanese Bobtail
Lars Østli,62,+47 16 70 45 65,Håkons Vei 4,9183,Inn,Serengeti
Mats Berge,53,046 20 277,Øvre Damlunden 6,0531,Nær,Snowshoe
Maren Bakke,29,+47 03 68 00 87,Søndre Korseggen 98,0252,Høy,Puli
Kristoffer Østby,69,080 93 083,Moesgate 84,6193,Gjes,Peterbald
Sander Bjerke,72,238 89 007,7350,Stor,Basset Hound
Synne Eriksen,46,+47 11 95 40 12,Østre Litjholtet 3,8878,Lo,Exotic Shorthair
Dr. Martine Finstad,92,+47 14 19 70 32,Sjøåsen 7,0691,Nær,Parson Russell Terrier
Nora Larsen,17,02192284,Søndre Tingkollen 10,6335,Lille,Himalayan
Sara Torgersen,59,+47 17 82 17 07,Johannessvei 52,9918,Gjes,Pixiebob
Prof. Adrian Pettersen,18,+47 05 70 17 01,Bakkensgate 8,3971,Stor,Cão de Gado Transmontano
Silje Fjeld I,80,x7oggvwok,Gamle Rognehaugen 4,9885,Tand,Serbian Tricolour Hound
Oda Nilsen,22,01402806,Gamle Hestemyralléen 7,8756,Ut,Himalayan
33,49012676,Aass Gate 7,0836,Fager,Ocicat
Dr. Sofie Smogeli,61,067 49 536,Emmas Vei 70,4644,Sand,Donskoy
73,58 29 28 80,Auroragata 74,4086,Stav,Bengal
Dr. Martin Aalerud,70,ug2f2akfn,Øvre Sjøeggen 9,5678,Høy,Pixiebob
57,80282871,Lillestranda 88,0431,Sme,Teddy Roosevelt Terrier
William Strand,51,13 73 17 61,Solduggbråten 3,8819,Stor,Azawakh
Dr. Camilla Martinsen,25,2cn5hbskq,Østre Eiketunet 77,6346,Sand,Cão Fila de São Miguel
Ingrid Tangen,92,04 78 34 90,Øvre Geiteryggjordet 23,1945,Gjes,Manx
Filip Kristiansen V,25,0y1dypt3,Tingstykket 85,0124,Stor,Japanese Bobtail
Andrea Berg,67,17101574,Vestre Kirkeflata 72,0542,Tand,Lapponian Herder
Maren Skoglund,80,null,Granhagen 86,0417,Høy,Jonangi
Kristian Arnesen,85,18952629,Høystykket 21,2335,Fager,Havana
Joakim Nordby,16,082 17 248,Klokkergata 1,0783,Gjes,Burmese
Andreas Evensen,59,773 83 813,0721,Fager,Old Croatian Sighthound
Dr. Ida Skoglund II,62,006 41 847,Leahs Vei 14,8246,Lo,Oriental
Dr. Sebastian Olstad,30,xim5gorua,Kirkeholtet 04,0004,Høy,Villano de Las Encartaciones
Kaja Sæther,42,null,Kutunet 8,5905,Inn,Peruvian Inca Orchid
Dr. Ingrid Rasmussen,87,04 14 11 73,Rogneroa 5,0771,Høy,Taiwan Dog
Isak Haukelidsæter,85,null,Litjskrenten 91,4822,Høy,Peterbald
Alexander Hansen,93,129 19 972,Elvelia 3,0052,Mal,Dandie Dinmont Terrier
Maria Kvarme II,39,null,Natalies Gate 6,4500,Lo,Hamiltonstövare
Marius Olstad III,65,143 80 726,Jakobveien 67,7185,Stor,Manx
Erik Skuterud,48,+47 17 08 74 63,Sjøkroken 1,2473,Sand,Abyssinian
Camilla Sørlie,53,11 35 61 67,Søndre Prestetjernet 18,0841,Sand,Ragdoll
Prof. Mari Eriksen,48,14 62 46 78,0924,Tand,Birman
Theodor Jensen,72,171 47 983,Søndre Fururingen 33,8846,Lo,Ocicat
Anna Bjørnstad,27,+47 18 74 47 68,Fiolalléen 12,7141,Stor,Kerry Beagle
Kristoffer Bakke,31,106 41 929,Berntsens Vei 9,8831,Ut,Schillerstövare
Sandra Krogh,59,05437910,Søndre Fiolløkka 00,0596,Gjes,Cão de Gado Transmontano
Prof. William Ruud,48,06 22 39 31,Høygata 77,8496,Nord,Hanover Hound
Mina Solberg,22,+47 04 32 00 36,Bruflata 24,7515,Sme,Devon Rex
Simen Smedsrud,82,053 27 063,Søndre Lillestykket 76,0090,Nord,Japanese Bobtail
Mikkel Martinsen Jr.,51,+47 92 31 73 75,Kroghsvei 0,3855,Stor,Segugio dell'Appennino
Anders Jensen,71,+47 16 69 41 07,Blåveislia 61,2595,Tand,Selkirk Rex
Nikolai Jakobsen,39,02982382,Madeleines Gate 22,6162,Sand,Donskoy
Magnus Aasen V,57,13177356,Øvre Sjøspranget 4,8572,Fager,Standard Schnauzer
Tobias Sørensen,91,104 96 267,Arnesenveien 14,6589,Ut,Tibetan Terrier
Aurora Sørensen,53,191 61 064,Synneveien 1,5491,Stav,Somali
Simen Martinsen IV,63,228 02 460,Bjerkegata 94,4878,Sme,Maremmano-Abruzzese Sheepdog
Adrian Nguyen,83,e4oogczc,Solbergsgate 90,0516,Fager,Turkish Angora
Camilla Berge Sr.,45,+47 02 62 45 18,Granløkka 3,0359,Sand,Irish Water Spaniel
Aurora Aas,18,00 75 25 27,Søndre Blåveissvingen 7,4875,Fet,Norwegian Forest Cat
Frida Huseby,54,021 57 586,Majaveien 8,8813,Sme,Thai
Sara Torp,32,+47 09 76 15 89,Østre Blåveisbakken 7,0322,Inn,Savannah
Mina Christiansen,30,18312966,Østre Lillehøgda 4,4367,Tand,Devon Rex
Prof. Maren Danielsen,46,06 15 18 74,Mathisengata 7,1795,Stor,Savannah
Marie Nordskaug,39,05052981,Østre Eikehagen 99,4671,Tand,American Bobtail
Anders Svendsen,76,00204894,Gamle Rognegrenda 90,5084,Stav,Exotic Shorthair
Vilde Stensrud,80,35 65 85 77,0425,Stav,Gull Dong
Theodor Sørlie,78,11 73 94 71,Gamle Fioltjernet 00,0303,Mal,Schillerstövare
Simen Smedsrud,60,+47 50 18 82 69,Sjøtunet 31,9716,Fager,Istrian Coarse-haired Hound
Sandra Kristensen,39,131 37 661,Øvre Kusvingen 6,4374,Gjes,Oriental
Sara Eriksen,89,13 78 32 84,Klokkerskrenten 93,2156,Vest,Havana
Sondre Johansen,55,01 85 38 36,Woldgata 7,0786,Inn,Havana
Anna Bjørnstad Sr.,46,+47 18 18 72 91,Elvetunet 6,0584,Stor,American Wirehair
Filip Andresen II,47,11735222,Benjamins Vei 3,7638,Tand,Maine Coon
Elias Hopland,83,9hbyev96i,Moeveien 4,0638,Fet,Turkish Angora
Eline Fossum,80,04 92 03 05,Nedre Bjørkeroa 9,0077,Fager,Balinese
Mats Eriksen,38,19365162,Øvre Høygata 8,0137,Lo,Pixiebob
Thea Holm,48,01 98 96 99,Natalies Vei 09,1468,Høy,British Shorthair
Jørgen Halvorsen,21,08 34 49 54,Pettersensgate 87,7695,Sand,American Bobtail
Ingrid Skoglund,78,iko1ny29,Nedre Kirkeskrenten 00,2830,Vest,Tibetan Mastiff
Even Haugen,31,+47 17 86 11 10,Nedre Malmkollen 4,7643,Sme,Alaskan Klee Kai
Eline Stensrud,66,18 31 30 52,Hannagata 5,9220,Fet,American Curl
Marie Svendsen,35,056 60 745,Solspranget 12,1271,Lo,Maine Coon
27,88462248,Nedre Kirkestykket 36,3651,Vest,Havana
Synne Gundersen,74,+47 04 39 05 09,Søndre Solduggskogen 1,8947,Vest,Egyptian Mau
Fredrik Andreassen,87,622 00 383,2742,Inn,Egyptian Mau
Hanna Fossum V,25,06792148,Østre Konvalltunet 67,9713,Nord,Norwegian Lundehund
Sara Skoglund,84,07065933,Øvre Korsfaret 84,3528,Stav,Labrador Retriever
Magnus Berg,38,1pv7f45uf,Eidesgate 9,6560,Gjes,Savannah
Herman Pedersen,39,17 25 15 75,Finstadgata 1,8714,Tand,Scottish Fold
Lars Carlsen,20,+47 01 71 22 78,Vestre Bjørkealléen 23,1015,Fager,Ragdoll
Sunniva Fredriksen,84,084 80 160,Nedre Kirkemoen 75,6162,Vest,Scottish Fold
Jenny Ødegård,81,+47 10 70 86 81,Henriksens Vei 18,1777,Ut,Carea Castellano Manchego
Tiril Berg,89,oy34r2s1t,Majasvei 2,5754,Høy,German Pinscher
Sander Løken,15,+47 04 60 15 51,Jacobsensgate 9,6471,Stav,American Water Spaniel
Herman Ruud,35,133 97 608,Johansensgate 3,6555,Nær,Stabyhoun
Selma Aalerud IV,46,064 29 127,Solduggstranda 30,3308,Sand,Scottish Fold
Helene Solli,58,00 64 92 57,Vestre Vassringen 7,0905,Fager,Neapolitan Mastiff

Malin Sørensen,56,null,Jonass Vei 5,0850,Fager,Birman
Herman Lie,43,10 89 25 50,Joakimsvei 08,1968,Sand,American Bobtail
Kristoffer Aasen,15,03549487,Høystien 3,3389,Nord,Kurilian Bobtail
Prof. Anders Fjeld,57,fbln2fznl,Malmplassen 16,2894,Lo,Basenji
Daniel Christiansen,45,105 38 317,Solduggmoen 05,3232,Stav,Burmese
